tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.flags,tcp.len,tcp.window_size
443,54323,2128784,95453,0x0010,1460,33
443,54323,2130244,95453,0x0018,569,33
443,54323,2130813,95453,0x0010,1460,33
54323,443,95453,2132273,0x0010,0,257
443,54323,2132273,95453,0x0010,1460,33
443,54323,2133733,95453,0x0018,601,33
54323,443,95453,2134334,0x0010,0,257
443,54323,2134334,95453,0x0010,1460,33
443,54323,2135794,95453,0x0010,1460,33
54323,443,95453,2137254,0x0010,0,257
443,54323,2137254,95453,0x0018,601,33
54323,443,95453,2137855,0x0010,0,254
443,54323,2137855,95453,0x0010,1460,33
443,54323,2139315,95453,0x0010,1460,33
54323,443,95453,2140775,0x0010,0,257
443,54323,2140775,95453,0x0018,601,33
443,54323,2141376,95453,0x0010,1460,33
443,54323,2142836,95453,0x0010,1460,33
443,54323,2144296,95453,0x0018,601,33
54323,443,95453,2144897,0x0010,0,257
443,54323,2144897,95453,0x0010,1460,33
443,54323,2146357,95453,0x0010,1460,33
443,54323,2147817,95453,0x0018,601,33
54323,443,95453,2147817,0x0010,0,257
443,54323,2148418,95453,0x0010,1460,33
443,54323,2149878,95453,0x0010,1460,33
443,54323,2151338,95453,0x0018,601,33
54323,443,95453,2151939,0x0010,0,257
443,54323,2151939,95453,0x0010,1460,33
443,54323,2153399,95453,0x0010,1460,33
443,54323,2154859,95453,0x0018,601,33
54323,443,95453,2155460,0x0010,0,257
443,54323,2155460,95453,0x0010,1460,33
54323,443,95453,2156920,0x0010,0,257
443,54323,2156920,95453,0x0010,1460,33
443,54323,2158380,95453,0x0018,601,33
54323,443,95453,2158981,0x0010,0,257
443,54323,2158981,95453,0x0010,1460,33
443,54323,2160441,95453,0x0010,1460,33
443,54323,2161901,95453,0x0018,601,33
54323,443,95453,2162502,0x0010,0,257
443,54323,2162502,95453,0x0010,1460,33
443,54323,2163962,95453,0x0010,1460,33
443,54323,2165422,95453,0x0018,601,33
54323,443,95453,2166023,0x0010,0,257
443,54323,2166023,95453,0x0010,1460,33
443,54323,2167483,95453,0x0010,1460,33
54323,443,95453,2168943,0x0010,0,257
443,54323,2168943,95453,0x0018,601,33
443,54323,2169544,95453,0x0010,1460,33
443,54323,2171004,95453,0x0010,1460,33
443,54323,2172464,95453,0x0018,601,33
54323,443,95453,2173065,0x0010,0,257
443,54323,2173065,95453,0x0010,1460,33
443,54323,2174525,95453,0x0010,1460,33
443,54323,2175985,95453,0x0018,633,33
54323,443,95453,2176618,0x0010,0,257
443,54323,2176618,95453,0x0010,1460,33
443,54323,2178078,95453,0x0010,1460,33
443,54323,2179538,95453,0x0018,633,33
54323,443,95453,2180171,0x0010,0,257
443,54323,2180171,95453,0x0010,1460,33
443,54323,2181631,95453,0x0010,1460,33
443,54323,2183091,95453,0x0018,633,33
54323,443,95453,2183724,0x0010,0,257
443,54323,2183724,95453,0x0010,1460,33
443,54323,2185184,95453,0x0010,1460,33
443,54323,2186644,95453,0x0018,633,33
54323,443,95453,2187277,0x0010,0,257
443,54323,2187277,95453,0x0010,1460,33
443,54323,2188737,95453,0x0010,1460,33
443,54323,2190197,95453,0x0018,633,33
54323,443,95453,2190830,0x0010,0,257
443,54323,2190830,95453,0x0010,1460,33
443,54323,2192290,95453,0x0010,1460,33
54323,443,95453,2193750,0x0010,0,257
443,54323,2193750,95453,0x0018,665,33
443,54323,2194415,95453,0x0010,1460,33
443,54323,2195875,95453,0x0010,1460,33
443,54323,2197335,95453,0x0018,665,33
54323,443,95453,2198000,0x0010,0,257
54309,443,8267,4581,0x0010,1,254
443,54200,1076,389,0x0018,104,501
443,54323,2198000,95453,0x0010,1460,33
443,54323,2199460,95453,0x0010,1460,33
54323,443,95453,2200920,0x0010,0,257
443,54323,2200920,95453,0x0018,665,33
54200,443,389,1180,0x0010,0,517
443,54323,2201585,95453,0x0010,1460,33
443,54323,2203045,95453,0x0010,1460,33
54323,443,95453,2204505,0x0010,0,257
443,54323,2204505,95453,0x0018,697,33
54323,443,95453,2205202,0x0010,0,254
443,54323,2205202,95453,0x0010,1460,33
443,54323,2206662,95453,0x0010,1460,33
443,54323,2208122,95453,0x0018,697,33
54323,443,95453,2208819,0x0010,0,257
443,54323,2208819,95453,0x0010,1460,33
443,54323,2210279,95453,0x0010,1460,33
54323,443,95453,2211739,0x0010,0,257
443,54323,2211739,95453,0x0018,697,33
54323,443,95453,2212436,0x0010,0,254
443,54309,4581,8268,0x0010,0,63
443,54323,2212436,95453,0x0010,1460,33
443,54323,2213896,95453,0x0010,1460,33
443,54323,2215356,95453,0x0018,697,33
54323,443,95453,2216053,0x0010,0,257
443,54323,2216053,95453,0x0010,1460,33
443,54323,2217513,95453,0x0010,1460,33
443,54323,2218973,95453,0x0018,697,33
54323,443,95453,2219670,0x0010,0,257
443,54323,2219670,95453,0x0010,1460,33
443,54323,2221130,95453,0x0010,1460,33
443,54323,2222590,95453,0x0018,697,33
54323,443,95453,2223287,0x0010,0,257
443,54323,2223287,95453,0x0010,1460,33
54323,443,95453,2224747,0x0010,0,257
443,54323,2224747,95453,0x0010,1460,33
443,54323,2226207,95453,0x0018,686,33
54323,443,95453,2226893,0x0010,0,257
443,54323,2226893,95453,0x0010,1460,33
443,54323,2228353,95453,0x0010,1460,33
54323,443,95453,2229813,0x0010,0,257
443,54323,2229813,95453,0x0018,729,33
54323,443,95453,2230542,0x0010,0,254
443,54323,2230542,95453,0x0010,1460,33
443,54323,2232002,95453,0x0010,1460,33
54323,443,95453,2233462,0x0010,0,257
443,54323,2233462,95453,0x0018,729,33
443,54323,2234191,95453,0x0010,1460,33
443,54323,2235651,95453,0x0010,1460,33
443,54323,2237111,95453,0x0018,729,33
54323,443,95453,2237840,0x0010,0,257
443,54323,2237840,95453,0x0010,1460,33
443,54323,2239300,95453,0x0010,1460,33
443,54323,2240760,95453,0x0018,761,33
54323,443,95453,2241521,0x0010,0,257
443,54323,2241521,95453,0x0010,1460,33
443,54323,2242981,95453,0x0010,1460,33
54323,443,95453,2244441,0x0010,0,257
443,54323,2244441,95453,0x0018,761,33
54323,443,95453,2245202,0x0010,0,254
443,54323,2248122,95453,0x0018,761,33
443,54323,2248883,95453,0x0010,1460,33
443,54323,2250343,95453,0x0010,1460,33
443,54323,2251803,95453,0x0018,761,33
443,54323,2252564,95453,0x0010,1460,33
54323,443,95453,2245202,0x0010,0,254
54323,443,95453,2245202,0x0010,0,254
54323,443,95453,2245202,0x0010,0,254
54323,443,95453,2245202,0x0010,0,254
54323,443,95453,2245202,0x0010,0,254
443,54323,2254024,95453,0x0010,1460,33
54323,443,95453,2245202,0x0010,0,254
443,54323,2255484,95453,0x0018,761,33
54323,443,95453,2245202,0x0010,0,254
443,54323,2245202,95453,0x0010,1460,33
443,54323,2246662,95453,0x0010,1460,33
54323,443,95453,2246662,0x0010,0,257
54323,443,95453,2256245,0x0010,0,257
443,54323,2256245,95453,0x0010,1460,33
443,54323,2257705,95453,0x0010,1460,33
443,54323,2259165,95453,0x0018,761,33
54323,443,95453,2259926,0x0010,0,257
443,54323,2245202,95453,0x0010,1460,33
443,54323,2246662,95453,0x0010,1460,33
443,54323,2248122,95453,0x0018,761,33
54323,443,95453,2259926,0x0010,0,257
54323,443,95453,2259926,0x0010,0,257
54323,443,95453,2259926,0x0010,0,257
443,54323,2259926,95453,0x0010,1460,33
443,54323,2261386,95453,0x0010,1460,33
443,54323,2262846,95453,0x0018,793,33
54323,443,95453,2263639,0x0010,0,257
443,54323,2263639,95453,0x0010,1460,33
443,54323,2265099,95453,0x0010,1460,33
443,54323,2266559,95453,0x0018,793,33
54323,443,95453,2267352,0x0010,0,257
443,54323,2267352,95453,0x0010,1460,33
443,54323,2268812,95453,0x0010,1460,33
54323,443,95453,2270272,0x0010,0,257
443,54323,2270272,95453,0x0018,793,33
54323,443,95453,2271065,0x0010,0,253
443,54323,2271065,95453,0x0010,1460,33
443,54323,2272525,95453,0x0010,1460,33
443,54323,2273985,95453,0x0018,793,33
54323,443,95453,2274778,0x0010,0,257
443,54323,2274778,95453,0x0010,1460,33
443,54323,2276238,95453,0x0010,1460,33
443,54323,2277698,95453,0x0018,782,33
54323,443,95453,2278480,0x0010,0,257
443,54323,2278480,95453,0x0010,1460,33
443,54323,2279940,95453,0x0010,1460,33
443,54323,2281400,95453,0x0018,825,33
54323,443,95453,2282225,0x0010,0,257
443,54323,2282225,95453,0x0010,1460,33
443,54323,2283685,95453,0x0010,1460,33
443,54323,2285145,95453,0x0018,825,33
443,54323,2285970,95453,0x0010,1460,33
443,54323,2287430,95453,0x0010,1460,33
54323,443,95453,2288890,0x0010,0,257
443,54323,2288890,95453,0x0018,825,33
54323,443,95453,2289715,0x0010,0,253
443,54323,2289715,95453,0x0010,1460,33
443,54323,2291175,95453,0x0010,1460,33
443,54323,2292635,95453,0x0018,825,33
54323,443,95453,2293460,0x0010,0,257
443,54323,2293460,95453,0x0010,1460,33
443,54323,2294920,95453,0x0010,1460,33
443,54323,2296380,95453,0x0018,825,33
54323,443,95453,2297205,0x0010,0,257
54200,443,389,1180,0x0018,31,517
443,54323,2297205,95453,0x0010,1460,33
443,54323,2298665,95453,0x0010,1460,33
443,54323,2300125,95453,0x0018,857,33
54323,443,95453,2300982,0x0010,0,257
443,54323,2300982,95453,0x0010,1460,33
443,54323,2302442,95453,0x0010,1460,33
443,54323,2303902,95453,0x0018,857,33
54323,443,95453,2304759,0x0010,0,257
443,54323,2304759,95453,0x0010,1460,33
443,54323,2306219,95453,0x0010,1460,33
443,54323,2307679,95453,0x0018,857,33
54323,443,95453,2308536,0x0010,0,257
443,54323,2308536,95453,0x0010,1460,33
443,54323,2309996,95453,0x0010,1460,33
443,54323,2311456,95453,0x0018,857,33
54323,443,95453,2312313,0x0010,0,257
443,54200,1180,420,0x0010,0,501
443,54323,2312313,95453,0x0010,1460,33
443,54323,2313773,95453,0x0010,1460,33
54323,443,95453,2315233,0x0010,0,257
443,54323,2315233,95453,0x0018,857,33
443,54323,2316090,95453,0x0010,1460,33
443,54323,2317550,95453,0x0010,1460,33
443,54323,2319010,95453,0x0018,889,33
54323,443,95453,2319899,0x0010,0,257
443,54323,2319899,95453,0x0010,1460,33
443,54323,2321359,95453,0x0010,1460,33
54323,443,95453,2322819,0x0010,0,257
443,54323,2322819,95453,0x0018,889,33
443,54375,3465,2311,0x0018,31,42496
443,54323,2323708,95453,0x0010,1460,33
443,54375,3496,2311,0x0011,0,42496
54375,443,2311,3497,0x0010,0,130816
54323,443,95453,2325168,0x0010,0,257
443,54323,2325168,95453,0x0010,1460,33
443,54323,2326628,95453,0x0018,889,33
54323,443,95453,2327517,0x0010,0,257
443,54323,2327517,95453,0x0010,1460,33
443,54323,2328977,95453,0x0010,1460,33
443,54323,2330437,95453,0x0018,889,33
54323,443,95453,2331326,0x0010,0,257
443,54323,2331326,95453,0x0010,1460,33
443,54323,2332786,95453,0x0010,1460,33
54323,443,95453,2334246,0x0010,0,257
443,54323,2334246,95453,0x0018,921,33
443,54323,2335167,95453,0x0010,1460,33
443,54323,2336627,95453,0x0010,1460,33
443,54323,2338087,95453,0x0018,921,33
54323,443,95453,2339008,0x0010,0,257
443,54323,2339008,95453,0x0010,1460,33
443,54323,2340468,95453,0x0010,1460,33
443,54323,2341928,95453,0x0018,921,33
54323,443,95453,2342849,0x0010,0,257
443,54374,4221,2589,0x0018,31,42496
443,54374,4252,2589,0x0011,0,42496
54374,443,2589,4253,0x0010,0,130048
443,54323,2342849,95453,0x0010,1460,33
443,54323,2344309,95453,0x0010,1460,33
443,54323,2345769,95453,0x0018,921,33
54323,443,95453,2346690,0x0010,0,257
443,54323,2346690,95453,0x0010,1460,33
443,54323,2348150,95453,0x0010,1460,33
443,54323,2349610,95453,0x0018,921,33
54323,443,95453,2350531,0x0010,0,257
443,54323,2350531,95453,0x0010,1460,33
443,54323,2351991,95453,0x0010,1460,33
443,54323,2353451,95453,0x0018,953,33
54323,443,95453,2354404,0x0010,0,257
443,54323,2354404,95453,0x0010,1460,33
443,54323,2355864,95453,0x0010,1460,33
443,54323,2357324,95453,0x0018,953,33
54323,443,95453,2358277,0x0010,0,257
443,54323,2358277,95453,0x0010,1460,33
443,54323,2359737,95453,0x0010,1460,33
54323,443,95453,2361197,0x0010,0,257
443,54323,2361197,95453,0x0018,953,33
443,54323,2362150,95453,0x0010,1460,33
443,54323,2363610,95453,0x0010,1460,33
443,54323,2365070,95453,0x0018,985,33
54323,443,95453,2366055,0x0010,0,257
443,54323,2366055,95453,0x0010,1460,33
443,54323,2367515,95453,0x0010,1460,33
443,54323,2368975,95453,0x0010,1460,33
443,54323,2370435,95453,0x0010,1460,33
443,54323,2371895,95453,0x0018,1460,33
54323,443,95453,2373355,0x0010,0,257
443,54323,2373355,95453,0x0018,479,33
54323,443,95453,2373834,0x0010,0,255
443,54323,2373834,95453,0x0010,1460,33
443,54323,2375294,95453,0x0010,1460,33
443,54323,2376754,95453,0x0018,985,33
54323,443,95453,2377739,0x0010,0,257
443,54323,2377739,95453,0x0010,1460,33
443,54323,2379199,95453,0x0010,1460,33
443,54323,2380659,95453,0x0018,974,33
54323,443,95453,2381633,0x0010,0,257
443,54323,2381633,95453,0x0010,1460,33
443,54323,2383093,95453,0x0010,1460,33
443,54323,2384553,95453,0x0018,1017,33
54323,443,95453,2385570,0x0010,0,257
443,54323,2385570,95453,0x0010,1460,33
443,54323,2387030,95453,0x0010,1460,33
443,54323,2388490,95453,0x0018,1017,33
54323,443,95453,2389507,0x0010,0,257
443,54323,2389507,95453,0x0010,1460,33
443,54323,2390967,95453,0x0010,1460,33
443,54323,2392427,95453,0x0018,1017,33
54323,443,95453,2393444,0x0010,0,257
443,54323,2393444,95453,0x0010,1460,33
443,54323,2394904,95453,0x0010,1460,33
443,54323,2396364,95453,0x0010,1460,33
443,54323,2397824,95453,0x0010,1460,33
54323,443,95453,2399284,0x0010,0,257
443,54323,2399284,95453,0x0018,1460,33
443,54323,2400744,95453,0x0018,575,33
54323,443,95453,2401319,0x0010,0,257
443,54323,2401319,95453,0x0010,1460,33
443,54323,2402779,95453,0x0010,1460,33
443,54323,2404239,95453,0x0018,1049,33
54323,443,95453,2405288,0x0010,0,257
443,54323,2405288,95453,0x0010,1460,33
443,54323,2406748,95453,0x0010,1460,33
443,54323,2408208,95453,0x0018,1049,33
54323,443,95453,2409257,0x0010,0,257
443,54323,2409257,95453,0x0010,1460,33
443,54323,2410717,95453,0x0010,1460,33
443,54323,2412177,95453,0x0018,1049,33
54323,443,95453,2413226,0x0010,0,257
443,54323,2413226,95453,0x0010,1460,33
54323,443,95453,2414686,0x0010,0,257
443,54323,2414686,95453,0x0010,1460,33
443,54323,2416146,95453,0x0018,1049,33
54323,443,95453,2417195,0x0010,0,257
443,54323,2417195,95453,0x0010,1460,33
443,54323,2418655,95453,0x0010,1460,33
443,54323,2420115,95453,0x0018,1049,33
54323,443,95453,2421164,0x0010,0,257
443,54323,2421164,95453,0x0010,1460,33
443,54323,2422624,95453,0x0010,1460,33
54323,443,95453,2424084,0x0010,0,257
443,54323,2424084,95453,0x0018,1081,33
443,54323,2425165,95453,0x0010,1460,33
443,54323,2426625,95453,0x0010,1460,33
54323,443,95453,2428085,0x0010,0,257
443,54323,2428085,95453,0x0018,1081,33
54323,443,95453,2429166,0x0010,0,252
443,54323,2429166,95453,0x0010,1460,33
443,54323,2430626,95453,0x0010,1460,33
54323,443,95453,2432086,0x0010,0,257
443,54323,2432086,95453,0x0018,1081,33
443,54376,3465,2279,0x0018,31,42496
443,54376,3496,2279,0x0011,0,42496
54376,443,2279,3497,0x0010,0,131072
54323,443,95453,2433167,0x0010,0,252
443,54323,2433167,95453,0x0010,1460,33
443,54323,2434627,95453,0x0010,1460,33
443,54323,2436087,95453,0x0010,1460,33
443,54323,2437547,95453,0x0010,1460,33
443,54323,2439007,95453,0x0018,1460,33
54323,443,95453,2440467,0x0010,0,257
443,54323,2440467,95453,0x0018,671,33
54323,443,95453,2441138,0x0010,0,254
443,54323,2441138,95453,0x0010,1460,33
443,54323,2442598,95453,0x0010,1460,33
54323,443,95453,2444058,0x0010,0,257
443,54323,2444058,95453,0x0018,1081,33
443,54323,2445139,95453,0x0010,1460,33
443,54323,2446599,95453,0x0010,1460,33
54323,443,95453,2448059,0x0010,0,257
443,54323,2448059,95453,0x0018,1081,33
54323,443,95453,2449140,0x0010,0,252
443,54323,2449140,95453,0x0010,1460,33
54323,443,95453,2450600,0x0010,0,257
443,54323,2452060,95453,0x0018,1081,33
54323,443,95453,2450600,0x0010,0,257
443,54323,2453141,95453,0x0010,1460,33
443,54323,2454601,95453,0x0010,1460,33
443,54323,2456061,95453,0x0018,1081,33
443,54259,60,67,0x0018,59,251
443,54323,2457142,95453,0x0010,1460,33
443,54323,2458602,95453,0x0010,1460,33
443,54323,2460062,95453,0x0018,1113,33
443,54323,2461175,95453,0x0010,1460,33
443,54323,2462635,95453,0x0010,1460,33
443,54323,2464095,95453,0x0018,1113,33
443,54323,2450600,95453,0x0010,1460,33
54323,443,95453,2450600,0x0010,0,257
54323,443,95453,2450600,0x0010,0,257
54323,443,95453,2450600,0x0010,0,257
54323,443,95453,2450600,0x0010,0,257
54323,443,95453,2450600,0x0010,0,257
54323,443,95453,2450600,0x0010,0,257
54323,443,95453,2450600,0x0010,0,257
54323,443,95453,2450600,0x0010,0,257
54323,443,95453,2450600,0x0010,0,257
54323,443,95453,2465208,0x0010,0,257
54259,443,67,119,0x0018,66,253
443,54377,894,2386,0x0018,31,42496
443,54377,925,2386,0x0011,0,42496
54377,443,2386,926,0x0010,0,64768
443,54323,2465208,95453,0x0010,1460,33
443,54323,2466668,95453,0x0010,1460,33
54323,443,95453,2468128,0x0010,0,257
443,54323,2468128,95453,0x0018,1113,33
54323,443,95453,2469241,0x0010,0,252
443,54200,1180,420,0x0010,1460,501
443,54200,2640,420,0x0018,1202,501
54200,443,420,3842,0x0010,0,517
54200,443,420,3842,0x0018,406,517
443,54323,2469241,95453,0x0010,1460,33
443,54323,2470701,95453,0x0010,1460,33
443,54323,2472161,95453,0x0018,1113,33
54323,443,95453,2473274,0x0010,0,257
443,54259,119,133,0x0010,0,251
54200,443,826,3842,0x0018,592,517
54348,443,3227,2160,0x0018,173,131072
54293,443,2,1,0x0018,98,517
54293,443,100,1,0x0018,39,517
54200,443,420,3842,0x0018,998,517
443,54323,2474734,95453,0x0010,1460,33
443,54323,2476194,95453,0x0018,1113,33
443,54200,3842,826,0x0010,0,501
443,54200,3842,826,0x0018,33,501
443,54323,2477307,95453,0x0010,1460,33
443,54323,2478767,95453,0x0010,1460,33
443,54323,2480227,95453,0x0018,1113,33
443,54323,2481340,95453,0x0010,1460,33
443,54323,2482800,95453,0x0010,1460,33
443,54323,2484260,95453,0x0018,1113,33
443,54293,1,100,0x0010,0,151
443,54293,1,139,0x0010,0,151
443,54293,1,139,0x0018,39,151
443,54293,40,139,0x0018,1396,151
54323,443,95453,2473274,0x0010,0,257
54323,443,95453,2473274,0x0010,0,257
54323,443,95453,2473274,0x0010,0,257
54323,443,95453,2473274,0x0010,0,257
54323,443,95453,2473274,0x0010,0,257
54323,443,95453,2473274,0x0010,0,257
54323,443,95453,2473274,0x0010,0,257
54323,443,95453,2473274,0x0010,0,257
54293,443,139,1436,0x0010,0,511
443,54200,3875,1418,0x0018,33,501
54200,443,1418,3908,0x0010,0,517
443,54323,2473274,95453,0x0010,1460,33
54323,443,95453,2485373,0x0010,0,257
443,54323,2485373,95453,0x0010,1460,33
443,54323,2486833,95453,0x0010,1460,33
443,54323,2488293,95453,0x0018,1113,33
54323,443,95453,2489406,0x0010,0,257
443,54348,2160,3400,0x0018,59,54784
443,54323,2489406,95453,0x0010,1460,33
443,54323,2490866,95453,0x0010,1460,33
443,54323,2492326,95453,0x0018,1145,33
54323,443,95453,2493471,0x0010,0,257
54348,443,3400,2219,0x0010,0,130816
54309,443,8268,4581,0x0018,197,254
54309,443,8465,4581,0x0018,39,254
54309,443,8504,4581,0x0018,1794,254
443,54323,2493471,95453,0x0010,1460,33
443,54323,2494931,95453,0x0010,1460,33
443,54323,2496391,95453,0x0018,1145,33
54323,443,95453,2497536,0x0010,0,257
54175,443,1,1,0x0010,1,512
54293,443,139,1436,0x0018,72,511
443,54293,1436,211,0x0010,1440,151
443,54293,2876,211,0x0018,5,151
54293,443,211,2881,0x0010,0,517
443,54200,3908,1418,0x0010,0,501
443,54323,2497536,95453,0x0010,1460,33
443,54323,2498996,95453,0x0010,1460,33
443,54323,2500456,95453,0x0018,1145,33
54323,443,95453,2501601,0x0010,0,257
443,54323,2501601,95453,0x0010,1460,33
443,54323,2503061,95453,0x0010,1460,33
443,54323,2504521,95453,0x0018,1145,33
54323,443,95453,2505666,0x0010,0,257
443,54175,0,2,0x0010,0,501
54175,443,2,1,0x0010,0,512
443,54323,2505666,95453,0x0010,1460,33
443,54323,2507126,95453,0x0010,1460,33
443,54323,2508586,95453,0x0018,1145,33
54323,443,95453,2509731,0x0010,0,257
443,54175,1,2,0x0010,0,501
443,54323,2509731,95453,0x0010,1460,33
54323,443,95453,2511191,0x0010,0,257
443,54323,2511191,95453,0x0010,1460,33
443,54323,2512651,95453,0x0018,1145,33
443,54200,3908,1418,0x0010,1460,501
54323,443,95453,2513796,0x0010,0,257
443,54200,5368,1418,0x0018,1460,501
54200,443,1418,6828,0x0010,0,517
443,54200,6828,1418,0x0018,1198,501
443,54200,8026,1418,0x0010,1460,501
54200,443,1418,9486,0x0010,0,517
443,54200,9486,1418,0x0018,1460,501
443,54200,10946,1418,0x0018,1198,501
443,54309,4581,8465,0x0010,0,63
54200,443,1418,12144,0x0010,0,517
443,54309,4581,8504,0x0010,0,63
443,54309,4581,8504,0x0018,52,63
443,54309,4633,10298,0x0010,0,63
443,54309,4633,10298,0x0018,1082,63
443,54323,2513796,95453,0x0010,1460,33
54309,443,10298,5715,0x0010,0,258
54309,443,10298,5715,0x0018,35,258
443,54323,2515256,95453,0x0010,1460,33
54323,443,95453,2516716,0x0010,0,257
443,54323,2516716,95453,0x0018,1145,33
443,54323,2517861,95453,0x0010,1460,33
54323,443,95453,2519321,0x0010,0,257
443,54323,2519321,95453,0x0010,1460,33
443,54323,2520781,95453,0x0018,1134,33
54323,443,95453,2521915,0x0010,0,257
443,54323,2521915,95453,0x0010,1460,33
443,54323,2523375,95453,0x0010,1460,33
443,54323,2524835,95453,0x0018,1177,33
54323,443,95453,2526012,0x0010,0,257
443,54323,2526012,95453,0x0010,1460,33
54323,443,95453,2527472,0x0010,0,257
443,54323,2527472,95453,0x0010,1460,33
443,54323,2528932,95453,0x0018,1177,33
54323,443,95453,2530109,0x0010,0,257
443,54323,2530109,95453,0x0010,1460,33
443,54323,2531569,95453,0x0010,1460,33
443,54323,2533029,95453,0x0018,1177,33
54323,443,95453,2534206,0x0010,0,257
443,54200,12144,1418,0x0010,1460,501
443,54200,13604,1418,0x0018,1460,501
54200,443,1418,15064,0x0010,0,517
443,54200,15064,1418,0x0010,1460,501
443,54200,16524,1418,0x0018,1460,501
54200,443,1418,17984,0x0010,0,517
443,54200,17984,1418,0x0010,1460,501
443,54200,19444,1418,0x0018,1460,501
443,54200,20904,1418,0x0010,1460,501
54200,443,1418,22364,0x0010,0,517
443,54323,2534206,95453,0x0010,1460,33
443,54323,2535666,95453,0x0010,1460,33
443,54323,2537126,95453,0x0018,1177,33
54323,443,95453,2538303,0x0010,0,257
54323,443,95453,2538303,0x0018,35,257
443,54309,5715,10333,0x0010,0,63
443,54323,2538303,95488,0x0010,1460,33
443,54323,2539763,95488,0x0010,1460,33
443,54323,2541223,95488,0x0018,1177,33
54323,443,95488,2542400,0x0010,0,257
443,54323,2542400,95488,0x0010,1460,33
54323,443,95488,2543860,0x0010,0,257
443,54323,2543860,95488,0x0010,1460,33
443,54323,2545320,95488,0x0018,1177,33
54323,443,95488,2546497,0x0010,0,257
443,54323,2546497,95488,0x0010,1460,33
54371,443,8037,7118,0x0018,311,131328
443,54323,2547957,95488,0x0010,1460,33
54323,443,95488,2549417,0x0010,0,257
443,54323,2549417,95488,0x0018,1177,33
54323,443,95488,2550594,0x0010,0,252
443,54323,2550594,95488,0x0010,1460,33
443,54323,2552054,95488,0x0010,1460,33
54323,443,95488,2553514,0x0010,0,257
443,54323,2553514,95488,0x0018,1177,33
443,54200,22364,1418,0x0010,1460,501
443,54200,23824,1418,0x0018,1460,501
443,54323,2554691,95488,0x0010,1460,33
54200,443,1418,25284,0x0010,0,517
54323,443,95488,2556151,0x0010,0,257
443,54323,2556151,95488,0x0010,1460,33
443,54323,2557611,95488,0x0018,1209,33
54323,443,95488,2558820,0x0010,0,257
443,54200,25284,1418,0x0010,1460,501
443,54200,26744,1418,0x0018,1460,501
54200,443,1418,28204,0x0010,0,517
443,54200,28204,1418,0x0010,1460,501
443,54200,29664,1418,0x0018,502,501
54200,443,1418,30166,0x0010,0,517
54200,443,1418,30166,0x0018,406,517
443,54323,2558820,95488,0x0010,1460,33
443,54323,2560280,95488,0x0010,1460,33
443,54323,2561740,95488,0x0018,1209,33
54323,443,95488,2562949,0x0010,0,257
443,54323,2562949,95488,0x0010,1460,33
54323,443,95488,2564409,0x0010,0,257
443,54323,2564409,95488,0x0010,1460,33
443,54323,2565869,95488,0x0018,1209,33
54323,443,95488,2567078,0x0010,0,257
54323,443,95488,2567078,0x0018,35,257
443,54323,2567078,95488,0x0010,1460,33
54323,443,95523,2568538,0x0010,0,257
443,54323,2568538,95488,0x0010,1460,33
54323,443,95523,2569998,0x0010,0,257
443,54323,2569998,95488,0x0018,1209,33
443,54371,7118,8348,0x0018,54,82432
54371,443,8348,7172,0x0018,1030,131328
443,54323,2571207,95523,0x0010,1460,33
54323,443,95523,2572667,0x0010,0,257
443,54323,2572667,95523,0x0010,1460,33
443,54323,2574127,95523,0x0018,1209,33
54323,443,95523,2575336,0x0010,0,257
443,54323,2575336,95523,0x0010,1460,33
443,54323,2576796,95523,0x0010,1460,33
443,54323,2578256,95523,0x0018,1209,33
54323,443,95523,2579465,0x0010,0,257
443,54200,30166,1824,0x0010,0,501
443,54200,30166,1824,0x0018,33,501
443,54323,2579465,95523,0x0010,1460,33
443,54323,2580925,95523,0x0010,1460,33
54323,443,95523,2582385,0x0010,0,257
443,54323,2582385,95523,0x0018,1209,33
443,54379,3465,2279,0x0018,31,42496
54323,443,95523,2583594,0x0010,0,252
443,54379,3496,2279,0x0011,0,42496
54379,443,2279,3497,0x0010,0,65280
443,54200,30199,1824,0x0010,1460,501
54200,443,1824,31659,0x0010,0,517
443,54200,31659,1824,0x0018,1460,501
443,54200,33119,1824,0x0018,1198,501
54200,443,1824,34317,0x0010,0,517
443,54200,34317,1824,0x0010,1460,501
443,54200,35777,1824,0x0018,1460,501
443,54200,37237,1824,0x0018,1198,501
54200,443,1824,38435,0x0010,0,517
443,54200,38435,1824,0x0010,1460,501
54200,443,1824,39895,0x0010,0,517
443,54378,894,2322,0x0018,31,42496
443,54378,925,2322,0x0011,0,42496
54378,443,2322,926,0x0010,0,64768
443,54371,7172,9378,0x0010,0,100352
54200,443,1824,39895,0x0018,592,517
443,54200,39895,1824,0x0010,1460,501
443,54200,41355,1824,0x0018,1460,501
443,54200,42815,1824,0x0018,1194,501
54200,443,2416,44009,0x0010,0,517
54200,443,2416,44009,0x0018,406,517
443,54200,44009,1824,0x0018,1359,501
54200,443,2822,45368,0x0010,0,512
443,54371,7172,9378,0x0018,458,100352
443,54200,45368,2416,0x0018,33,501
443,54200,45401,2822,0x0018,33,501
54200,443,2822,45434,0x0010,0,511
54371,443,9378,7630,0x0010,0,130816
54200,443,2822,45434,0x0018,407,511
54200,443,2822,45434,0x0018,407,511
443,54200,45434,3229,0x0018,33,501
